cust_id,age,gender,location,platform,followers,eng_rate,ad_click_rate,brand_time_week,ugc_shares,monthly_purchases,avg_spend_ghs,trust_score,satisfaction_score,loyalty_score,nps_score,infl_score,promo_sens,brand_switch,satisfaction_cat,infl_cat,follower_segment,eng_rate_scaled,ad_click_rate_scaled,brand_time_week_scaled,ugc_shares_scaled,monthly_purchases_scaled,avg_spend_ghs_scaled,trust_score_scaled,satisfaction_score_scaled,loyalty_score_scaled,nps_score_scaled,infl_score_scaled,Digital_Engagement_Score,Cust_Value_Score,Brand_Rel_Score,Eng_Segment,Value_Segment,Influencer_Tier,Eng_Efficiency,Platform_Loc_Fit,Ugc_Effectiveness,Eng_Trust_Conversion,Click_Purchase_Efficiency,Loyalty_Resilience,Growth_Potential,Profit_Potential,BehaviorType_Score
Cust071,38.0,Female,Rural,Instagram,40428.0,2.05,0.42,113.87,0,4.0,941.15,6.0,10.0,7.0,3.0,2.0,0.0,1.0,High,Low,20K-50K,0.154,0.076,0.349,0.0,0.375,0.457,0.556,1.0,0.667,0.222,0.111,0.145,0.832,0.611,Low_Engager,Standard_Customer,Micro,0.018,6.105,0.0,0.052,2.817,0.0,0.655,0.463,0.832
Cust051,53.0,Female,Rural,Facebook,34684.0,1.6,0.59,145.92,1,4.73,698.99,8.0,5.0,4.0,6.0,9.0,1.0,0.0,Medium,High,20K-50K,0.105,0.11,0.461,1.0,0.466,0.332,0.778,0.444,0.333,0.556,0.889,0.419,0.798,0.528,Low_Engager,Standard_Customer,Macro,0.011,5.74,8.0,0.054,2.975,4.0,0.723,0.621,0.0
Cust047,25.0,Male,Rural,Linkedin,35843.0,2.85,2.75,120.46,1,6.0,179.91,2.0,4.0,5.0,1.0,2.0,0.0,0.0,Low,Low,20K-50K,0.242,0.551,0.372,1.0,0.625,0.064,0.111,0.333,0.444,0.0,0.111,0.541,0.689,0.222,Low_Engager,Standard_Customer,Micro,0.023,4.797,2.0,0.016,1.6,5.0,0.524,0.076,0.689
Cust051,53.0,Female,Rural,Linkedin,34684.0,1.6,0.59,145.92,1,5.01,698.99,8.0,5.0,5.0,3.0,9.0,1.0,0.0,Medium,High,20K-50K,0.105,0.11,0.461,1.0,0.501,0.332,0.778,0.444,0.444,0.222,0.889,0.419,0.833,0.472,Low_Engager,Standard_Customer,Macro,0.011,4.797,8.0,0.054,3.151,5.0,0.766,0.648,0.0
Cust086,25.0,Female,Rural,Linkedin,4880.0,2.36,4.81,214.18,0,3.0,493.33,3.0,4.0,1.0,5.0,6.0,0.0,0.0,Low,Medium,1K-5K,0.188,0.971,0.7,0.0,0.25,0.226,0.222,0.333,0.0,0.444,0.556,0.465,0.476,0.25,Low_Engager,Standard_Customer,Mid-Tier,0.011,4.797,0.0,0.014,0.516,1.0,0.397,0.106,0.476
Cust087,41.0,Male,Rural,Linkedin,2468.0,4.716605783866058,1.87,71.76,0,4.0,876.01,2.0,10.0,8.0,5.0,10.0,0.0,0.0,High,High,1K-5K,0.447,0.371,0.201,0.0,0.375,0.423,0.111,1.0,0.778,0.444,1.0,0.255,0.798,0.583,Medium_Engager,Standard_Customer,,0.065,4.797,0.0,0.027,1.394,8.0,0.834,0.089,0.798
Cust041,26.0,Female,Rural,Facebook,401.0,3.16,2.933052941441932,17.65,0,9.0,1102.57,9.0,7.0,6.0,8.0,9.0,0.0,1.0,Medium,High,0-1K,0.276,0.588,0.012,0.0,1.0,0.54,0.889,0.667,0.556,0.778,0.889,0.219,1.54,0.722,Low_Engager,High_Value_Customer,Macro,0.169,5.74,0.0,0.483,2.288,0.0,1.213,1.369,1.54
Cust021,38.0,Male,Rural,Twitter,29224.0,6.56,3.77,112.47,0,7.0,789.5,6.0,6.0,10.0,2.0,9.0,1.0,1.0,Medium,High,20K-50K,0.648,0.759,0.344,0.0,0.75,0.378,0.556,0.556,1.0,0.111,0.889,0.438,1.128,0.556,High_Engager,High_Value_Customer,Macro,0.058,5.342,0.0,0.053,1.468,0.0,1.055,0.627,0.0
Cust088,28.0,Male,Urban,Linkedin,12139.0,1.46,1.43,49.55,1,1.0,611.46,2.0,10.0,3.0,6.0,6.0,1.0,1.0,High,Medium,5K-20K,0.09,0.282,0.124,1.0,0.0,0.287,0.111,1.0,0.222,0.556,0.556,0.374,0.287,0.472,Low_Engager,Standard_Customer,Mid-Tier,0.029,4.365,2.0,0.04,0.412,0.0,0.328,0.032,0.0
Cust002,32.0,Male,Urban,Linkedin,40918.0,5.99,2.908709768151128,31.4,1,3.21,935.82,5.0,7.0,6.0,2.0,4.0,0.0,1.0,Medium,Low,20K-50K,0.586,0.583,0.06,1.0,0.276,0.454,0.444,0.667,0.556,0.111,0.333,0.557,0.73,0.444,Medium_Engager,Standard_Customer,Mid-Tier,0.185,4.365,5.0,0.154,0.821,0.0,0.616,0.324,0.73
Cust008,28.0,Female,Urban,Instagram,47433.0,0.79,2.713220808531449,141.82,1,2.0,320.71,10.0,1.0,10.0,7.0,9.0,0.0,0.0,Low,High,20K-50K,0.016,0.544,0.447,1.0,0.125,0.137,1.0,0.0,1.0,0.667,0.889,0.502,0.262,0.667,Low_Engager,Standard_Customer,Macro,0.006,4.715,10.0,0.07,0.539,10.0,0.535,0.262,0.262
Cust056,38.0,Male,Rural,Linkedin,34763.0,5.0,0.42,179.63555042111705,1,7.0,1016.08,5.0,7.0,1.0,3.0,8.0,0.0,1.0,Medium,High,20K-50K,0.478,0.076,0.579,1.0,0.75,0.495,0.444,0.667,0.0,0.222,0.778,0.533,1.245,0.333,Medium_Engager,High_Value_Customer,Macro,0.028,4.797,5.0,0.028,4.93,0.0,0.903,0.553,1.245
Cust027,59.0,Male,Rural,Linkedin,44180.0,3.07,4.48,165.47,1,1.0,1513.48,3.0,8.0,6.0,2.0,3.0,1.0,1.0,High,Low,20K-50K,0.266,0.904,0.529,1.0,0.0,0.752,0.222,0.778,0.556,0.111,0.222,0.675,0.752,0.417,Low_Engager,Standard_Customer,Micro,0.018,4.797,3.0,0.018,0.182,0.0,0.607,0.167,0.0
Cust069,40.0,Female,Urban,Instagram,27851.0,8.64,3.77,204.79,1,2.0,1096.14,1.0,8.0,5.0,1.0,8.0,0.0,0.0,High,High,20K-50K,0.876,0.759,0.667,1.0,0.125,0.536,0.0,0.778,0.444,0.0,0.778,0.826,0.661,0.306,High_Engager,Standard_Customer,Macro,0.042,4.715,1.0,0.005,0.419,5.0,0.641,0.0,0.661
Cust005,56.0,Male,Rural,Linkedin,17529.0,5.66,4.39,161.7,1,6.0,443.37,8.0,10.0,5.0,9.0,3.0,0.0,0.0,High,Low,5K-20K,0.55,0.886,0.516,1.0,0.625,0.2,0.778,1.0,0.444,0.889,0.222,0.738,0.825,0.778,Medium_Engager,Standard_Customer,Micro,0.035,4.797,8.0,0.049,1.113,5.0,0.628,0.642,0.825
Cust076,42.0,Female,Rural,Linkedin,19290.0,9.43,2.6795298566969765,160.85,0,6.0,847.46,1.0,3.0,3.0,5.0,3.0,0.0,1.0,Low,Low,5K-20K,0.963,0.537,0.513,0.0,0.625,0.408,0.0,0.222,0.222,0.444,0.222,0.503,1.033,0.222,High_Engager,High_Value_Customer,Micro,0.058,4.797,0.0,0.006,1.631,0.0,0.709,0.0,1.033
Cust023,29.0,Male,Rural,Linkedin,40864.0,9.77,4.51,32.54,1,1.0,1457.11,9.0,5.0,10.0,2.0,4.0,0.0,1.0,Medium,Low,20K-50K,1.0,0.91,0.064,1.0,0.0,0.723,0.889,0.444,1.0,0.111,0.333,0.744,0.723,0.611,High_Engager,Standard_Customer,Mid-Tier,0.291,4.797,9.0,0.268,0.181,0.0,0.7,0.643,0.723
Cust041,26.0,Female,Rural,Facebook,401.0,3.16,3.76,17.65,1,9.0,1102.57,9.0,7.0,6.0,8.0,9.0,0.0,1.0,Medium,High,0-1K,0.276,0.757,0.012,1.0,1.0,0.54,0.889,0.667,0.556,0.778,0.889,0.511,1.54,0.722,Low_Engager,High_Value_Customer,Macro,0.169,5.74,9.0,0.483,1.891,0.0,1.213,1.369,1.54
Cust093,50.0,Male,Urban,Linkedin,25647.0,3.53,2.7219843509161388,136.87,0,5.0,549.23,3.0,2.0,5.0,9.0,6.0,1.0,1.0,Low,Medium,20K-50K,0.317,0.545,0.429,0.0,0.5,0.255,0.222,0.111,0.444,0.889,0.556,0.323,0.755,0.416,Medium_Engager,Standard_Customer,Mid-Tier,0.026,4.365,0.0,0.022,1.343,0.0,0.653,0.168,0.0
Cust003,25.0,Female,Urban,Facebook,45625.0,0.84,3.48,170.62,0,4.0,1119.78,6.0,3.0,5.0,9.0,6.0,1.0,1.0,Low,Medium,20K-50K,0.022,0.7,0.547,0.0,0.375,0.549,0.556,0.222,0.444,0.889,0.556,0.317,0.924,0.528,Low_Engager,Standard_Customer,Mid-Tier,0.005,4.851,0.0,0.035,0.893,0.0,0.754,0.514,0.0
Cust052,57.0,Female,Rural,Linkedin,32845.0,0.94,0.71,130.3,0,6.0,1471.1865000000037,9.0,4.0,4.0,10.0,5.0,0.0,0.0,Low,Medium,20K-50K,0.033,0.135,0.406,0.0,0.625,0.73,0.889,0.333,0.333,1.0,0.444,0.144,1.355,0.639,Low_Engager,High_Value_Customer,Mid-Tier,0.007,4.797,0.0,0.069,3.509,4.0,0.968,1.205,1.355
Cust052,57.0,Female,Rural,Linkedin,32845.0,4.716605783866058,0.71,130.3,0,6.0,1474.57,9.0,4.0,4.0,10.0,5.0,0.0,0.0,Low,Medium,20K-50K,0.447,0.135,0.406,0.0,0.625,0.732,0.889,0.333,0.333,1.0,0.444,0.247,1.357,0.639,Medium_Engager,High_Value_Customer,Mid-Tier,0.036,4.797,0.0,0.069,3.509,4.0,0.97,1.206,1.357
Cust014,38.0,Female,Rural,Facebook,30846.0,7.81,2.458635476224713,285.62,1,2.0,258.06,6.0,1.0,9.0,10.0,8.0,1.0,1.0,Low,High,20K-50K,0.785,0.492,0.95,1.0,0.125,0.105,0.556,0.0,0.889,1.0,0.778,0.807,0.23,0.611,High_Engager,Standard_Customer,Macro,0.027,5.74,6.0,0.021,0.578,0.0,0.471,0.128,0.0
Cust072,33.0,Male,Rural,Instagram,12633.0,1.17,3.89,42.93,0,6.0,1227.72,6.0,8.0,3.0,8.0,6.0,1.0,1.0,High,Medium,5K-20K,0.058,0.784,0.1,0.0,0.625,0.604,0.556,0.778,0.222,0.778,0.556,0.236,1.229,0.584,Low_Engager,High_Value_Customer,Mid-Tier,0.027,6.105,0.0,0.137,1.227,0.0,0.893,0.683,0.0
Cust089,34.0,Female,Rural,Linkedin,6755.0,0.67,4.34,14.22,1,4.0,1249.15,6.0,5.0,8.0,7.0,3.0,0.0,0.0,Medium,Low,5K-20K,0.003,0.876,0.0,1.0,0.375,0.615,0.556,0.444,0.778,0.667,0.222,0.47,0.99,0.611,Low_Engager,High_Value_Customer,Micro,0.044,4.797,6.0,0.394,0.749,8.0,0.794,0.55,0.99
Cust005,56.0,Male,Rural,Linkedin,17529.0,5.66,4.39,161.7,1,6.0,443.37,8.0,10.0,5.0,9.0,3.0,0.0,0.0,High,Low,5K-20K,0.55,0.886,0.516,1.0,0.625,0.2,0.778,1.0,0.444,0.889,0.222,0.738,0.825,0.778,Medium_Engager,Standard_Customer,Micro,0.035,4.797,8.0,0.049,1.113,5.0,0.628,0.642,0.825
Cust073,35.0,Male,Rural,Instagram,40211.0,6.6,2.79,204.76,0,6.0,1029.46,8.0,5.0,3.0,2.0,1.0,1.0,0.0,Medium,Low,20K-50K,0.653,0.559,0.667,0.0,0.625,0.502,0.778,0.444,0.222,0.111,0.0,0.47,1.127,0.389,High_Engager,High_Value_Customer,Micro,0.032,6.105,0.0,0.039,1.583,3.0,0.721,0.877,0.0
Cust079,32.0,Female,Urban,Linkedin,29692.0,6.61,2.34,172.67,1,2.08,1216.96,8.0,8.0,3.0,5.0,9.0,0.0,1.0,High,High,20K-50K,0.654,0.467,0.555,1.0,0.135,0.599,0.778,0.778,0.222,0.444,0.889,0.669,0.734,0.556,High_Engager,Standard_Customer,Macro,0.038,4.365,8.0,0.046,0.623,0.0,0.663,0.571,0.734
Cust056,59.0,Male,Rural,Linkedin,34763.0,5.0,0.42,245.74,1,7.0,1016.08,5.0,7.0,1.0,3.0,8.0,0.0,1.0,Medium,High,20K-50K,0.478,0.076,0.81,1.0,0.75,0.495,0.444,0.667,0.0,0.222,0.778,0.591,1.245,0.333,Medium_Engager,High_Value_Customer,Macro,0.02,4.797,5.0,0.02,4.93,0.0,0.903,0.553,1.245
Cust014,20.0,Female,Rural,Facebook,30846.0,7.81,1.86,285.62,1,2.0,258.06,6.0,1.0,5.0,10.0,8.0,1.0,1.0,Low,High,20K-50K,0.785,0.369,0.95,1.0,0.125,0.105,0.556,0.0,0.444,1.0,0.778,0.776,0.23,0.5,High_Engager,Standard_Customer,Macro,0.027,5.74,6.0,0.021,0.699,0.0,0.382,0.128,0.0
Cust064,38.0,Male,Urban,Instagram,16638.0,6.53,1.87,140.66,0,8.0,448.86,1.0,5.0,8.0,10.0,2.0,1.0,1.0,Medium,Low,5K-20K,0.645,0.371,0.443,0.0,0.875,0.203,0.0,0.444,0.778,1.0,0.111,0.365,1.078,0.556,High_Engager,High_Value_Customer,Micro,0.046,4.715,0.0,0.007,2.787,0.0,0.825,0.0,0.0
Cust057,21.0,Male,Rural,Linkedin,36731.0,1.43,3.5,299.92,1,4.0,1495.85,8.0,7.0,2.0,7.0,5.0,0.0,0.0,Medium,Medium,20K-50K,0.087,0.704,1.0,1.0,0.375,0.742,0.778,0.667,0.111,0.667,0.444,0.698,1.117,0.556,Low_Engager,High_Value_Customer,Mid-Tier,0.005,4.797,8.0,0.027,0.889,2.0,0.781,0.869,1.117
Cust049,31.0,Male,Urban,Linkedin,19878.0,7.7,4.44,254.21,1,9.0,1108.56,3.0,2.0,1.0,2.0,9.0,0.0,1.0,Low,High,5K-20K,0.773,0.896,0.84,1.0,1.0,0.543,0.222,0.111,0.0,0.111,0.889,0.877,1.543,0.111,High_Engager,High_Value_Customer,Macro,0.03,4.365,3.0,0.012,1.654,0.0,1.104,0.343,1.543
Cust076,42.0,Female,Rural,Linkedin,19290.0,9.43,0.56,160.85,1,6.0,847.46,1.0,3.0,3.0,5.0,3.0,0.0,1.0,Low,Low,5K-20K,0.963,0.104,0.513,1.0,0.625,0.408,0.0,0.222,0.222,0.444,0.222,0.645,1.033,0.222,High_Engager,High_Value_Customer,Micro,0.058,4.797,1.0,0.006,3.846,0.0,0.709,0.0,1.033
Cust094,38.0,Female,Urban,Facebook,22486.0,8.53,0.22,272.21,0,4.0,1465.89,4.0,5.0,6.0,7.0,7.0,1.0,1.0,Medium,Medium,20K-50K,0.864,0.035,0.903,0.0,0.375,0.727,0.333,0.444,0.556,0.667,0.667,0.45,1.102,0.5,High_Engager,High_Value_Customer,Macro,0.031,4.851,0.0,0.015,3.279,0.0,0.906,0.367,0.0
Cust037,35.0,Male,Rural,Linkedin,33928.0,2.88,2.24,131.29,1,8.0,931.3,10.0,7.0,1.0,10.0,9.0,1.0,0.0,Medium,High,20K-50K,0.245,0.447,0.41,1.0,0.875,0.452,1.0,0.667,0.0,1.0,0.889,0.526,1.327,0.667,Low_Engager,High_Value_Customer,Macro,0.022,4.797,10.0,0.076,2.469,1.0,0.974,1.327,0.0
Cust017,41.0,Female,Urban,Twitter,32452.0,1.31,4.65,189.84,0,3.0,846.61,5.0,3.0,2.0,7.0,5.0,0.0,0.0,Low,Medium,20K-50K,0.073,0.939,0.615,0.0,0.25,0.408,0.444,0.222,0.111,0.667,0.444,0.407,0.658,0.361,Low_Engager,Standard_Customer,Mid-Tier,0.007,5.301,0.0,0.026,0.531,2.0,0.506,0.292,0.658
Cust073,35.0,Male,Rural,Instagram,40211.0,6.6,2.79,204.76,0,6.0,1029.46,8.0,7.0,3.0,2.0,1.0,1.0,0.0,Medium,Low,20K-50K,0.653,0.559,0.667,0.0,0.625,0.502,0.778,0.667,0.222,0.111,0.0,0.47,1.127,0.444,High_Engager,High_Value_Customer,Micro,0.032,6.105,0.0,0.039,1.583,3.0,0.721,0.877,0.0
Cust036,56.0,Male,Urban,Facebook,32735.0,1.99,3.16,187.89,0,2.0,1381.82,5.0,5.0,4.0,6.0,9.0,0.0,1.0,Medium,High,20K-50K,0.148,0.635,0.608,0.0,0.125,0.684,0.444,0.444,0.333,0.556,0.889,0.348,0.809,0.444,Low_Engager,Standard_Customer,Macro,0.011,4.851,0.0,0.026,0.481,0.0,0.73,0.359,0.809
Cust087,41.0,Male,Rural,Linkedin,2468.0,1.16,1.87,71.76,0,4.0,876.01,2.0,10.0,8.0,5.0,10.0,0.0,0.0,High,High,1K-5K,0.057,0.371,0.201,0.0,0.375,0.423,0.111,1.0,0.778,0.444,1.0,0.157,0.798,0.583,Low_Engager,Standard_Customer,,0.016,4.797,0.0,0.027,1.394,8.0,0.834,0.089,0.798
Cust011,53.0,Male,Urban,Twitter,10777.0,3.92,4.03,271.34,0,7.0,972.67,3.0,2.0,10.0,6.0,1.0,1.0,1.0,Low,Low,5K-20K,0.359,0.812,0.9,0.0,0.75,0.473,0.222,0.111,1.0,0.556,0.0,0.518,1.223,0.472,Medium_Engager,High_Value_Customer,Micro,0.014,5.301,0.0,0.011,1.392,0.0,0.934,0.272,0.0
Cust033,24.0,Female,Urban,Instagram,36312.0,7.11,4.75,248.54,1,2.0,1820.34,10.0,4.0,10.0,6.0,3.0,0.0,0.0,Low,Low,20K-50K,0.709,0.959,0.82,1.0,0.125,0.91,1.0,0.333,1.0,0.556,0.222,0.872,1.035,0.722,High_Engager,High_Value_Customer,Micro,0.028,4.715,10.0,0.04,0.348,10.0,0.865,1.035,1.035
Cust023,29.0,Male,Rural,Linkedin,40864.0,9.77,4.51,32.54,1,1.0,1457.11,9.0,5.0,10.0,2.0,4.0,0.0,1.0,Medium,Low,20K-50K,1.0,0.91,0.064,1.0,0.0,0.723,0.889,0.444,1.0,0.111,0.333,0.744,0.723,0.611,High_Engager,Standard_Customer,Mid-Tier,0.291,4.797,9.0,0.268,0.181,0.0,0.7,0.643,0.723
Cust019,55.0,Female,Rural,Instagram,42019.0,4.716605783866058,2.14,64.56,0,7.0,1982.31,10.0,7.0,5.0,3.0,7.0,0.0,1.0,Medium,Medium,20K-50K,0.447,0.427,0.176,0.0,0.75,0.993,1.0,0.667,0.444,0.222,0.667,0.262,1.743,0.583,Medium_Engager,High_Value_Customer,Macro,0.072,6.105,0.0,0.153,2.229,0.0,1.268,1.743,1.743
Cust050,34.0,Female,Urban,Linkedin,26741.0,0.64,1.75,253.12,1,1.0,891.48,6.0,1.0,10.0,7.0,8.0,0.0,0.0,Low,High,20K-50K,0.0,0.347,0.836,1.0,0.0,0.431,0.556,0.0,1.0,0.667,0.778,0.546,0.431,0.556,Low_Engager,Standard_Customer,Macro,0.003,4.365,6.0,0.024,0.364,10.0,0.614,0.24,0.431
Cust012,57.0,Male,Urban,Linkedin,5995.0,1.71,2.9232625597475215,23.18,0,3.0,1231.9,8.0,7.0,5.0,5.0,10.0,1.0,1.0,Medium,High,5K-20K,0.117,0.586,0.031,0.0,0.25,0.606,0.778,0.667,0.444,0.444,1.0,0.184,0.856,0.583,Low_Engager,Standard_Customer,,0.071,4.365,0.0,0.331,0.765,0.0,0.802,0.666,0.0
Cust037,35.0,Male,Rural,Linkedin,33928.0,2.88,2.24,131.29,1,8.0,931.3,10.0,5.0,1.0,10.0,9.0,1.0,0.0,Medium,High,20K-50K,0.245,0.447,0.41,1.0,0.875,0.452,1.0,0.444,0.0,1.0,0.889,0.526,1.327,0.611,Low_Engager,High_Value_Customer,Macro,0.022,4.797,10.0,0.076,2.469,1.0,0.974,1.327,0.0
Cust083,26.0,Male,Rural,Instagram,22109.0,4.17,3.25,18.35,1,6.0,1662.26,3.0,9.0,10.0,8.0,4.0,1.0,0.0,High,Low,20K-50K,0.387,0.653,0.014,1.0,0.625,0.828,0.222,0.889,1.0,0.778,0.333,0.514,1.453,0.722,Medium_Engager,High_Value_Customer,Mid-Tier,0.216,6.105,3.0,0.155,1.412,10.0,1.138,0.323,0.0
Cust041,26.0,Female,Rural,Linkedin,401.0,3.16,3.76,17.65,0,9.0,1102.57,9.0,7.0,6.0,8.0,9.0,0.0,1.0,Medium,High,0-1K,0.276,0.757,0.012,0.0,1.0,0.54,0.889,0.667,0.556,0.778,0.889,0.261,1.54,0.722,Low_Engager,High_Value_Customer,Macro,0.169,4.797,0.0,0.483,1.891,0.0,1.213,1.369,1.54
Cust028,45.0,Male,Rural,Linkedin,40547.0,4.67,1.95,99.76,1,4.0,1609.1,8.0,2.0,1.0,10.0,2.0,0.0,1.0,Low,Low,20K-50K,0.441,0.388,0.299,1.0,0.375,0.801,0.778,0.111,0.0,1.0,0.111,0.532,1.176,0.472,Medium_Engager,High_Value_Customer,Micro,0.046,4.797,8.0,0.079,1.356,0.0,0.728,0.915,1.176
Cust068,31.0,Female,Rural,Facebook,884.0,5.28,4.93,76.31,1,6.0,250.69,9.0,6.0,8.0,5.0,6.0,1.0,1.0,Medium,Medium,0-1K,0.508,0.996,0.217,1.0,0.625,0.101,0.889,0.556,0.778,0.444,0.556,0.68,0.726,0.667,Medium_Engager,Standard_Customer,Mid-Tier,0.068,5.74,9.0,0.116,1.012,0.0,0.702,0.645,0.0
Cust051,53.0,Female,Rural,Facebook,34684.0,1.6,0.59,145.92,1,5.0,698.99,8.0,5.0,4.0,3.0,9.0,1.0,0.0,Medium,High,20K-50K,0.105,0.11,0.461,1.0,0.5,0.332,0.778,0.444,0.333,0.222,0.889,0.419,0.832,0.444,Low_Engager,Standard_Customer,Macro,0.011,5.74,8.0,0.054,3.145,4.0,0.744,0.647,0.0
Cust007,40.0,Female,Urban,Twitter,14473.0,6.11,4.02,211.77,1,8.0,233.2767000000001,1.0,2.0,6.0,10.0,2.0,0.0,1.0,Low,Low,5K-20K,0.599,0.81,0.691,1.0,0.875,0.092,0.0,0.111,0.556,1.0,0.111,0.775,0.967,0.417,High_Engager,High_Value_Customer,Micro,0.029,5.301,1.0,0.005,1.594,0.0,0.714,0.0,0.967
Cust096,56.0,Female,Rural,Linkedin,32197.0,8.24,2.64,159.06,0,1.0,249.31,8.0,4.0,8.0,4.0,6.0,1.0,0.0,Low,Medium,20K-50K,0.832,0.529,0.507,0.0,0.0,0.1,0.778,0.333,0.778,0.333,0.556,0.467,0.1,0.556,High_Engager,Standard_Customer,Mid-Tier,0.051,4.797,0.0,0.05,0.275,8.0,0.327,0.078,0.0
Cust080,18.0,Female,Rural,Facebook,10747.0,4.85,0.28,180.3582950123909,0,8.0,1152.74,3.0,2.0,5.0,9.0,9.0,1.0,1.0,Low,High,5K-20K,0.461,0.047,0.582,0.0,0.875,0.566,0.222,0.111,0.444,0.889,0.889,0.272,1.441,0.416,Medium_Engager,High_Value_Customer,Macro,0.027,5.74,0.0,0.017,6.25,0.0,1.131,0.32,0.0
Cust059,35.0,Male,Urban,Linkedin,7555.0,5.0,4.11,171.08,1,7.0,1995.5,1.0,5.0,10.0,1.0,2.0,0.0,1.0,Medium,Low,5K-20K,0.478,0.829,0.549,1.0,0.75,1.0,0.0,0.444,1.0,0.0,0.111,0.714,1.75,0.361,Medium_Engager,High_Value_Customer,Micro,0.029,4.365,1.0,0.006,1.37,0.0,1.272,0.0,1.75
Cust030,32.0,Female,Rural,Linkedin,18689.0,0.74,4.53,208.57,1,4.0,413.49,9.0,8.0,5.0,1.0,1.0,0.0,1.0,High,Low,5K-20K,0.011,0.914,0.68,1.0,0.375,0.185,0.889,0.778,0.444,0.0,0.0,0.651,0.56,0.528,Low_Engager,Standard_Customer,Micro,0.004,4.797,9.0,0.043,0.723,0.0,0.425,0.498,0.56
Cust072,33.0,Male,Rural,Instagram,12633.0,1.17,3.89,42.93,0,6.0,1227.720000000001,6.0,8.0,3.0,8.0,8.0,1.0,1.0,High,High,5K-20K,0.058,0.784,0.1,0.0,0.625,0.604,0.556,0.778,0.222,0.778,0.778,0.236,1.229,0.584,Low_Engager,High_Value_Customer,Macro,0.027,6.105,0.0,0.137,1.227,0.0,0.937,0.683,0.0
Cust046,24.0,Male,Rural,Twitter,10592.0,4.49,0.29,182.3,1,8.0,1087.12,2.0,3.0,6.0,2.0,9.0,1.0,1.0,Low,High,5K-20K,0.422,0.049,0.588,1.0,0.875,0.532,0.111,0.222,0.556,0.111,0.889,0.515,1.407,0.25,Medium_Engager,High_Value_Customer,Macro,0.024,5.342,2.0,0.011,6.202,0.0,1.133,0.156,0.0
Cust061,38.0,Male,Urban,Instagram,11193.0,4.62,0.41,283.98,0,6.94,1428.61,10.0,6.0,5.0,9.0,5.0,0.0,0.0,Medium,Medium,5K-20K,0.436,0.073,0.944,0.0,0.742,0.708,1.0,0.556,0.444,0.889,0.444,0.363,1.45,0.722,Medium_Engager,High_Value_Customer,Mid-Tier,0.016,4.715,0.0,0.035,4.922,5.0,1.048,1.45,1.45
Cust023,29.0,Male,Rural,Linkedin,40864.0,9.77,4.51,32.54,1,1.0,1457.11,9.0,5.0,10.0,2.0,4.0,0.0,1.0,Medium,Low,20K-50K,1.0,0.91,0.064,1.0,0.0,0.723,0.889,0.444,1.0,0.111,0.333,0.744,0.723,0.611,High_Engager,Standard_Customer,Mid-Tier,0.291,4.797,9.0,0.268,0.181,0.0,0.7,0.643,0.723
Cust066,32.0,Male,Urban,Twitter,34277.0,4.06,4.06,286.67,0,4.0,1013.26,1.0,4.0,1.0,7.0,3.0,0.0,0.0,Low,Low,20K-50K,0.375,0.818,0.954,0.0,0.375,0.494,0.0,0.333,0.0,0.667,0.222,0.537,0.869,0.25,Medium_Engager,Standard_Customer,Micro,0.014,5.301,0.0,0.003,0.791,1.0,0.566,0.0,0.869
Cust045,45.0,Female,Urban,Linkedin,290.0,6.31,2.47,53.62,0,2.0,813.39,6.0,3.0,6.0,9.0,3.0,0.0,0.0,Low,Low,0-1K,0.621,0.494,0.138,0.0,0.125,0.391,0.556,0.222,0.556,0.889,0.222,0.313,0.516,0.556,High_Engager,Standard_Customer,Micro,0.116,4.365,0.0,0.11,0.576,6.0,0.465,0.287,0.516
Cust079,32.0,Female,Urban,Linkedin,29692.0,6.61,2.34,172.67,1,2.0,1216.96,8.0,8.0,3.0,5.0,9.0,0.0,1.0,High,High,20K-50K,0.654,0.467,0.555,1.0,0.125,0.599,0.778,0.778,0.222,0.444,0.889,0.669,0.724,0.556,High_Engager,Standard_Customer,Macro,0.038,4.365,8.0,0.046,0.599,0.0,0.657,0.563,0.724
Cust003,25.0,Female,Rural,Facebook,45625.0,0.84,3.48,170.62,0,4.0,1119.78,8.0,3.0,2.0,9.0,6.0,1.0,1.0,Low,Medium,20K-50K,0.022,0.7,0.547,0.0,0.375,0.549,0.778,0.222,0.111,0.889,0.556,0.317,0.924,0.5,Low_Engager,Standard_Customer,Mid-Tier,0.005,5.74,0.0,0.047,0.893,0.0,0.688,0.719,0.0
Cust057,21.0,Male,Rural,Linkedin,36731.0,1.43,3.5,299.92,1,4.0,1495.85,8.0,7.0,2.0,7.0,5.0,0.0,0.0,Medium,Medium,20K-50K,0.087,0.704,1.0,1.0,0.375,0.742,0.778,0.667,0.111,0.667,0.444,0.698,1.117,0.556,Low_Engager,High_Value_Customer,Mid-Tier,0.005,4.797,8.0,0.027,0.889,2.0,0.781,0.869,1.117
Cust032,54.0,Male,Rural,Linkedin,17553.0,8.44,1.6,274.17,1,9.0,1285.83,9.0,4.0,5.0,3.0,3.0,1.0,1.0,Low,Low,5K-20K,0.854,0.316,0.91,1.0,1.0,0.634,0.889,0.333,0.444,0.222,0.222,0.77,1.634,0.472,High_Engager,High_Value_Customer,Micro,0.031,4.797,9.0,0.033,3.462,0.0,1.114,1.453,0.0
